Issue Type,Issue key,Issue id,Description,Custom field (Serial Number),Custom field (Symptom),Custom field (Symptom),Custom field (Disposition),Custom field (SKU(s)),Custom field (Region),Custom field (Base SKU),Custom field (Root Cause),Custom field (Corrective Action),Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments
Bug,PCOPT-1400,1759618,"HD700US_EB1_1/2unit(09-X-283#), Diffuser is cracked at 40c/s(12c/s) during ABR Test.



!image-20241008-114208.png|width=314,height=226,alt=""image-20241008-114208.png""!",,,,,,,HD700US,The clip softens after heating,N/A,Oct/09/2024 4:12 AM;5fc5b70f0d2f61006f98e31c;[~accountid:5d79159348eec30c3bca0848]  Could you pls confirm if can be push back? And if impact the normal using when push back? ,Oct/09/2024 8:36 AM;5d79159348eec30c3bca0848;It can be push back.,"Oct/09/2024 10:16 PM;5fc5b70f0d2f61006f98e31c;[~accountid:5ece92c0c761b10c33e0989d] Could you pls close this ticket based on will not impact using? it’s a common parts with HD400, only with the different connection. ",Oct/15/2024 9:58 AM;5ece92c0c761b10c33e0989d;[~accountid:5d79159348eec30c3bca0848] / [~accountid:5fc5b70f0d2f61006f98e31c] have we seen this with any other speedstyle diffuser? I don’t recall having seen this issue before. ,"Oct/15/2024 9:43 PM;5fc5b70f0d2f61006f98e31c;[~accountid:5ece92c0c761b10c33e0989d]  i just found the same design of HD100 diffuser, pls refer to below link: [https://sharkninja.atlassian.net/browse/PCOPT-143|https://sharkninja.atlassian.net/browse/PCOPT-143|smart-link], do you get any complaint feedback about this issue?",Nov/01/2024 3:58 AM;5fc5b70f0d2f61006f98e31c;[~accountid:61818e0e3e3753006f79682b] Could you pls help close this ticket?  if can’t pls share us your comments. ,"Nov/08/2024 8:46 AM;61818e0e3e3753006f79682b;aligned to close, no issues in the field ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1399,1759616,"HD700US_EB1_1/2unit(09-X-283#),the metal grill of end cap fall off after 40c/s(drop 10c/s)during ABR Test.



!image-20241008-114010.png|width=314,height=272,alt=""image-20241008-114010.png""!",,,,,,,HD700US,"MP issue, unrelated with SW updating",N/A,"Oct/09/2024 4:15 AM;5fc5b70f0d2f61006f98e31c;[~accountid:5ece92c0c761b10c33e0989d]  pls refer to [https://sharkninja.atlassian.net/browse/PCOPT-1145|https://sharkninja.atlassian.net/browse/PCOPT-1145|smart-link] , Could you pls help close this ticket based on without any complaint in field?",Oct/11/2024 7:19 PM;5ece92c0c761b10c33e0989d;aligned to close as this isn’t related to sw change. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1398,1759519,"3/3 units(A402#,A403#,A404#) Voion tested,Put the unit into the carry bag, adjust the drawstring in place and take out , found drawstring frayed from 358c/s,377c/s,459c/s. A403# drawstring cracked at 1813c/s.

ECN20240821-024127 -New SKU Extension FW312UKPL

!image-20241008-083840.png|width=278,height=206,alt=""image-20241008-083840.png""!",,,,,FW312UKPL,,FW312UK,"drew the drawstring back and forth for 1813 times, and it is scratched by the Stopper.","the drawstring quality keep the same for both white and grey bag. 

no good action to improve the drawstring this moment. but we have requested the supplier to look for better drawstring.","Oct/08/2024 10:47 PM;5d5e8f1688d5680d3709b1bd;[~accountid:5c61966458edf75c2b8e243a] ,can you help double check the sample and update the RCCA ?","Oct/09/2024 7:19 AM;616000a1c5388b0069a3970b;[~accountid:5c61966458edf75c2b8e243a]  could you please add as an attachement here the test results from previous endurance tests that were run on the white and grey bags? And can you confirm with the supplier there was no change of quality on this batch? 

Thanks!","Oct/09/2024 9:18 PM;5c61966458edf75c2b8e243a;[~accountid:616000a1c5388b0069a3970b] please refer to the following 3 reports for white and grey bag endurance test. 

the drawstring quality keep the same for both grey and white bag. and I have requested the supplier to look for better drawstring.

[^DQTP-ECN-TR20240914-030206-FW312UKPL-Easepal-New SKU Extension-20241009 .xlsx]
[^DQTP-TR20240716-221323 Gray Storage Bag Endurence test.xlsx]
[^Willow white bag endurance test report TR20240304-095417.xlsx]

","Oct/24/2024 2:41 AM;5d5e8f1688d5680d3709b1bd;[~accountid:616000a1c5388b0069a3970b] ,can you help review this test result from Bob and close this ticket if have no any questions ?","Oct/24/2024 4:12 AM;616000a1c5388b0069a3970b;[~accountid:5c61966458edf75c2b8e243a]  could we please explore if moving to a plastic stopper would improve the fraying? Could you please also let me know if the supplier has been able to find a better quality drawstring? I’m just concerned that for some of that bad fraying highlighted in the tests, it happens under the 730 c/s (so less than two years worth of daily usage).","Oct/24/2024 5:06 AM;5c61966458edf75c2b8e243a;[~accountid:616000a1c5388b0069a3970b] have pushed supplier to improve this, hope we can get improve action next week.","Oct/24/2024 5:09 AM;616000a1c5388b0069a3970b;Great, keep me updated once you hear anything! ","Sep/11/2025 2:48 PM;61818e0e3e3753006f79682b;[~accountid:5c61966458edf75c2b8e243a] did supplier find improvement?

CC: [~accountid:712020:f452da3c-2741-4564-a5f2-987ba281fbad] [~accountid:712020:d7a43e29-4455-408a-83cd-6e54d37bd887] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1397,1759518,"HD542_EB1_2/3MCs(262#,263#)tested, EMC Box surface was scratched of 2 units after test.



!image-20241008-083859.png|width=336,height=237,alt=""image-20241008-083859.png""!",,,,,,,HD500,removed outer master carton and took individual color box to do pre-test at SN lab,,"Oct/22/2024 7:46 AM;60c0bccf18e9f60071fa23d7;[~accountid:5fc5b70f0d2f61006f98e31c]  What is our corrective action here? To use film to protect? Is this an issue at Leshow, If so, what was the corrective action? ","Oct/22/2024 7:47 AM;60c0bccf18e9f60071fa23d7;[~accountid:5fc5b70f0d2f61006f98e31c] Also, I thought plan was to remove EMC box and replace with integrated plug system.","Sep/22/2025 4:39 AM;5c61966458edf75c2b8e243a;[~accountid:712020:7d4f1940-6db5-4d51-ba15-8593218ddbec] can you help to close this OPT?

although we removed outer MC, but the individual color box still can passed 6A test at the 3rd party, please refer to test report.

[^HD542 ISTA-6A report.pdf]

",Sep/24/2025 1:05 PM;712020:7d4f1940-6db5-4d51-ba15-8593218ddbec;[~accountid:5c61966458edf75c2b8e243a] aligned to close as EMC box is not in new production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1396,1759516,"HD542_EB1_3/3MCs((262#,263#,264#) tested, Diffuser surface was scratched of 3 units after test, Same issue on the Polisher,Concentrator surface.



!image-20241008-083654.png|width=619,height=220,alt=""image-20241008-083654.png""!



!image-20241008-083703.png|width=609,height=223,alt=""image-20241008-083703.png""!



!image-20241008-083709.png|width=633,height=225,alt=""image-20241008-083709.png""!",,,,,,,HD500,removed outer master carton and took individual color box to do pre-test at SN lab,,Oct/22/2024 7:49 AM;60c0bccf18e9f60071fa23d7;[~accountid:5fc5b70f0d2f61006f98e31c] Similar test failure happens with HD400 series. [~accountid:5c61966458edf75c2b8e243a] Can you please advise a corrective action and retest date?,"Sep/22/2025 4:38 AM;5c61966458edf75c2b8e243a;[~accountid:712020:7d4f1940-6db5-4d51-ba15-8593218ddbec] can you help to close this OPT?

although we removed outer MC, but the individual color box still can passed 6A test at the 3rd party, please refer to test report.

[^HD542 ISTA-6A report.pdf]

","Sep/24/2025 1:09 PM;712020:7d4f1940-6db5-4d51-ba15-8593218ddbec;[~accountid:5c61966458edf75c2b8e243a] confirming that this pre-test was to see if we would pass ista-6A testing? can you also confirm that we do not ship products without the master carton?

[~accountid:60c0bccf18e9f60071fa23d7] are we seeing complaints of scratches across all of speedstyle (comparing different colors)?",Sep/24/2025 2:58 PM;60c0bccf18e9f60071fa23d7;[~accountid:712020:7d4f1940-6db5-4d51-ba15-8593218ddbec] We have not seen this complaint from the field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1395,1759514,"HD542_EB1_1/3MC(264#)tested, Gift box is broken of 1 units after test.



!image-20241008-083457.png|width=497,height=119,alt=""image-20241008-083457.png""!",,,,,,,HD500,removed outer master carton and took individual color box to do pre-test at SN lab,no action,"Oct/22/2024 7:51 AM;60c0bccf18e9f60071fa23d7;[~accountid:5fc5b70f0d2f61006f98e31c] [~accountid:5c61966458edf75c2b8e243a] Can you please figure out root cause and corrective action? Also, share retest date and when we should have results","Sep/22/2025 4:37 AM;5c61966458edf75c2b8e243a;[~accountid:712020:7d4f1940-6db5-4d51-ba15-8593218ddbec] can you help to close this OPT?

although we removed outer MC, but the individual color box still can passed 6A test at the 3rd party, please refer to test report.

[^HD542 ISTA-6A report.pdf]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1392,1756313,"* During a comparison test between the Valentino ARB (MP) and the Burberry product, 5-10 strands of type 2 hair were caught in the tines of the Valentino ARB.
* The incident occurred on Day 2 of hair styling, where the hair had been sprayed wet and products like volumizing mousse and heat protectant were used. This differs from previous trials where no hair snagging was observed without these products.",,,,,HD600,,HD600,"* *Thermal Expansion*: Material expansion due to heat may cause the tines to shift, narrowing gaps and increasing the risk of hair snagging.
* *Poor Part Finish*: Rough or uneven surfaces on the tines may catch hair, especially when coated with styling products.
* *Poor Paint Finish*: Inconsistent paint application could increase surface friction, leading to hair snagging.","* *Widen Upper Tine Gaps*: We will test manually widening the gaps in the upper tine to allow freer movement of hair through the brush, potentially eliminating snagging.
* *Add Stand-offs in the Upper Tine*: To maintain consistent spacing between the tines and avoid gap closure, we will trial adding stand-offs.
* *Smooth the Tine Edges*: Adding a radius to the upper tine aperture to smooth out the hair path and reduce snag points.
* *Die-Cast the Tines in One Piece*: Revisit the option of die-casting the tines in a single piece to avoid assembly-related inconsistencies.
* *Extrude Plates in One Piece*: Explore extruding the plates in a single piece to improve structural integrity, though this will require a cost analysis.
* *Sub-flush Surface Adjustment*: Investigate whether reducing the hair contact surface to be sub-flush with the PPS tine cover will allow hair to bridge over and not snag.","Nov/14/2024 1:15 AM;5be0519a741c7e2e7e9dae7b;Hi [~accountid:624f8ec9f6a2690069620ea4] , please update RCCA based on latest design before 11/15.",Mar/04/2025 7:17 PM;712020:c607b510-7764-456f-b116-a4b54d28aba5;[~accountid:624f8ec9f6a2690069620ea4] I believe this is duplicate with 1479.,"Mar/04/2025 10:35 PM;624f8ec9f6a2690069620ea4;[~accountid:712020:c607b510-7764-456f-b116-a4b54d28aba5] Yes, it is a duplicated Jira with 1479, pls help to close this ticket, thanks ","Mar/05/2025 8:57 AM;712020:c607b510-7764-456f-b116-a4b54d28aba5;Closing, duplicate with 1479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1389,1742519,"HD542_EB1_2/2(09-X-299#,261#)tested, styling brush connector detached at 60 c/s(drop 15c/s), 20 c/s(drop 3c/s) during ABR test.



!image-20241031-075423.png|width=136,height=102,alt=""image-20241031-075423.png""!



!image-20240930-052547.png|width=330,height=239,alt=""image-20240930-052547.png""!",,,,,,,HD500,"The styling brush connection has a rotating structure, is a hook fixed, attached to the impact of the unit, the joint is at risk of falling apart, but can be restored

Remark: MP issue, unrelated with this ECN change",N/A,Oct/22/2024 7:52 AM;60c0bccf18e9f60071fa23d7;[~accountid:5fc5b70f0d2f61006f98e31c] I do not understand how motor speed change caused this issue? Can you explain?,"Oct/22/2024 8:45 AM;61b4a597fe9f3000683df097;[~accountid:60c0bccf18e9f60071fa23d7] This is the HD300 legacy MP issue.It is not caused by changes in motor speed.

There are many links, I added one of them.

[https://sharkninja.atlassian.net/browse/PCOPT-1148|https://sharkninja.atlassian.net/browse/PCOPT-1148|smart-link] ","Oct/22/2024 9:16 AM;61b4a597fe9f3000683df097;[~accountid:61818e0e3e3753006f79682b] The HD500 should have moved from the new project to the legacy project by now.

As this is a legacy issue with MP, please close this jira and then we will push forward ECN implementation

CC [~accountid:5ece92c0c761b10c33e0989d] ","Nov/12/2024 10:01 AM;61818e0e3e3753006f79682b;Alinged to close as not related to motor change. no complaints in field, but will continue to monitor ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1388,1742518,"HD542_EB1_2/2(09-X-299#,261#), Outlet ring cracking at 40c/s(drop 12c/s with Rotating Round Brush),20c/s(drop 3c/s) during  ABR Test.



!image-20241031-075500.png|width=130,height=98,alt=""image-20241031-075500.png""!



!image-20240930-052421.png|width=319,height=229,alt=""image-20240930-052421.png""!",,,,,,,HD500,"This part shared with the HD300. It’s MP issue, unrelated with this ECN change",N/A,"Oct/22/2024 7:54 AM;60c0bccf18e9f60071fa23d7;I do not think motor speed change caused this issue. [~accountid:5fc5b70f0d2f61006f98e31c] Can you please confirm if this is a plastic or metal outlet ring? Also, is this known issue from legacy without corrective action? ","Oct/22/2024 9:11 AM;61b4a597fe9f3000683df097;[~accountid:60c0bccf18e9f60071fa23d7] This part shared with the HD300. It's plastic. This is a legacy and known issue.

[https://sharkninja.atlassian.net/browse/DOLCE-420|https://sharkninja.atlassian.net/browse/DOLCE-420|smart-link] ","Oct/22/2024 9:18 AM;61b4a597fe9f3000683df097;[~accountid:61818e0e3e3753006f79682b] The HD500 should have moved from the new project to the legacy project by now.

As this is a legacy issue with MP, please close this jira and then we will push forward ECN implementation

CC [~accountid:5ece92c0c761b10c33e0989d] ","Nov/18/2024 7:56 PM;61818e0e3e3753006f79682b;aligned to close, note related to RPM change. HD3 mp legacy issue ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1387,1742516,"HD542_EB1_1/2(09-X-299#), the metal grill of end cap fall off after 40c/s(drop 10c/s with diffuser) during ABR Test.



!image-20240930-052307.png|width=321,height=229,alt=""image-20240930-052307.png""!",,,,,,,HD500,"Metal mesh deformation during drop, this is inevitable
Remark: The team has accepted this issue before",N/A,Oct/22/2024 7:56 AM;60c0bccf18e9f60071fa23d7;[~accountid:5fc5b70f0d2f61006f98e31c] [~accountid:5ece92c0c761b10c33e0989d] Is this a known legacy issue?,"Oct/22/2024 9:05 AM;5ece92c0c761b10c33e0989d;[~accountid:60c0bccf18e9f60071fa23d7] yes, this one does look like a legacy issue with the back grill. ",Oct/22/2024 9:48 AM;61b4a597fe9f3000683df097;[~accountid:60c0bccf18e9f60071fa23d7] Miranda is right that this is a legacy issue of alignment acceptance.,"Oct/22/2024 9:52 AM;61b4a597fe9f3000683df097;[~accountid:61818e0e3e3753006f79682b] Metal mesh deformation during drop, this is inevitable. This is a known issue and accepted by the team.

As this is a legacy issue with MP, please close this jira and then we will push forward ECN implementation

CC [~accountid:5ece92c0c761b10c33e0989d] ","Nov/11/2024 7:44 PM;61818e0e3e3753006f79682b;PD and CORE teams aligned to close, legacy issue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1386,1742515,"HD542_EB1_2/2(09-X-299#,261#), Found the enclosure fell off inlet bracket at 40c/s(drop 7c/s), 20c/s(drop 6/s) during ABR test.



!image-20241031-075303.png|width=131,height=98,alt=""image-20241031-075303.png""!



!image-20240930-052130.png|width=341,height=229,alt=""image-20240930-052130.png""!",,,,,,,HD500,"The Main body and inlet bracket are assembled by hooks, and the current fit is the best that can be done.
This is the structural limitation that the hook interference quantity needs to be balanced for easy assembly with Drop test

If the assembly size had been large, this would have led to assembly difficulties, so based on balanced assembly convenience and Drop test, The team accepted that there is a probability that the hook will come off when the ABR drop.

Remark: This can be restored","It is caused by limit of design part construction. no further construction to add the hook size.

No further good solution",Oct/22/2024 7:57 AM;60c0bccf18e9f60071fa23d7;[~accountid:5ece92c0c761b10c33e0989d] Have we seen this issue before? [~accountid:5fc5b70f0d2f61006f98e31c]  What is the RCCA? ,"Oct/22/2024 9:04 AM;5ece92c0c761b10c33e0989d;[~accountid:60c0bccf18e9f60071fa23d7] I don’t remember seeing the back chrome ever fall off, just the front chrome. ","Oct/22/2024 10:07 AM;61b4a597fe9f3000683df097;[~accountid:60c0bccf18e9f60071fa23d7] [~accountid:5ece92c0c761b10c33e0989d] 

The Main body and inlet bracket are assembled by hooks, and the current fit is the best that can be done.
This is the structural limitation that the hook interference quantity needs to be balanced for easy assembly with Drop test

If the assembly size had been large, this would have led to assembly difficulties, so based on balanced assembly convenience and Drop test, The team accepted that there is a probability that the hook will come off when the ABR drop.

Remark: This can be restored","Oct/22/2024 10:10 AM;61b4a597fe9f3000683df097;[~accountid:61818e0e3e3753006f79682b] As this is a low risk legacy issue with MP, please close this jira and then we will push forward ECN implementation

cc [~accountid:5ece92c0c761b10c33e0989d] ","Nov/18/2024 7:58 PM;61818e0e3e3753006f79682b;aligned to close, not related to RPM increase ECN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1378,1722296,"3/3, the zipper of storage cage was oxidized after 96H.



!image-20240920-093545.png|width=206,height=182,alt=""image-20240920-093545.png""!



!image-20240920-093604.png|width=238,height=193,alt=""image-20240920-093604.png""!",,,,,HD600 mini,,HD600,"this is a crystallization of salt spray, without rust. ","pls refer to SN standard of pass 24H for inner metal parts, 48H for external metal parts. 

120H for plating or hot foil on plastic zipper head. but it’s not a plastic zipper, it’s aluminium alloy. ",Sep/20/2024 11:40 AM;60c0bccf18e9f60071fa23d7;+ [~accountid:712020:c607b510-7764-456f-b116-a4b54d28aba5] for visibility here to this common issue we have seen on HD300 and HD600 pre MP,"Sep/20/2024 3:18 PM;712020:c607b510-7764-456f-b116-a4b54d28aba5;Legacy issue, salt crystals can be wiped away - closing ticket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug,PCOPT-1375,1716362,"HD400INTL_EB0_Curler Distance Limits_3/3(832#,833#,834#)tested, No Spec.
    Left curler: 0.5inch,0.75inch,0.75inch;
    Right curler: 0.75inch,0.75inch,1 inch;
HD400INTL_EB0_Curl Creation and longevity Test(A)_1/1unit(830#Unit + 830# ROW Gen2 Curler) tested, No Spec.
Curl Diameter Diff:
    --After 1 hour: 15.76%;17.59%
    --After 6 hour: 24.32%; 0%
    --After 24 hour:0%; 0%
    --After 48 hour: 0%; 0%
    Uncurled:
    --After 1 hour: 12.19%; 11.43%
    --After 6 hour:14.57%; 0%
    --After 24 hour: 0%; 0%
    --After 48 hour: 0%; 0%

HD400INTL_EB0_Curl Creation and longevity Test(A)_1/1unit(830#Unit + 830# ROW Gen2 swirl++ Curler) tested, No Spec.  
Curl Diameter Diff:
    --After 1 hour: 17.50%;17.12%
    --After 6 hour: 0%; 0%
    --After 24 hour:0%; 0%
    --After 48 hour: 0%; 0%
    Uncurled:
    --After 1 hour: 12.45%; 9.68%
    --After 6 hour: 0%; 0%
    --After 24 hour: 0%; 0%
    --After 48 hour: 0%; 0%",,,,,,,HD400INTL,"New developed curler, no KPI and PS",suggest PD adding these spec into,"Sep/26/2024 6:52 AM;624f8ec9f6a2690069620ea4;Hi [~accountid:615c5172d9820f0070af4d12] 

it is same as previous, it is no refer Spec , pls help to close this ticket, thanks ",Oct/08/2024 9:40 AM;615c5172d9820f0070af4d12;[~accountid:624f8ec9f6a2690069620ea4] closing since there is not a spec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
